platform,ad_format,objective,audience_size,daily_budget,creative_quality,days_running,retargeting,day_of_week,ctr,cpc,roas
Google,image,conversions,narrow,616.75,5,34,0,4,0.0445,3.45,5.05
Meta,image,traffic,narrow,630.11,3,67,0,4,0.0368,2.48,3.81
Meta,video,traffic,broad,627.88,2,39,0,6,0.0262,2.26,2.72
Meta,video,conversions,narrow,1464.86,1,8,1,2,0.0506,2.5,3.79
Google,image,awareness,narrow,498.16,4,29,1,5,0.037,3.23,5.3
Meta,carousel,conversions,narrow,51.77,2,22,1,5,0.0452,1.99,4.81
Google,carousel,awareness,narrow,1444.71,2,84,0,6,0.0242,2.82,2.23
Google,video,conversions,medium,383.81,2,70,1,4,0.0428,2.67,5.13
Meta,image,conversions,narrow,253.74,4,61,0,4,0.0452,2.63,4.92
Google,video,conversions,narrow,513.16,5,43,1,4,0.058,3.36,7.25
Meta,carousel,awareness,medium,790.81,3,49,0,4,0.0326,1.69,3.33
Google,carousel,conversions,medium,978.02,5,29,0,1,0.0376,3.14,4.29
Meta,image,conversions,broad,136.91,1,81,0,1,0.0228,2.22,2.59
Google,carousel,conversions,medium,1942.62,3,31,1,6,0.0313,3.58,4.59
Google,image,traffic,narrow,1446.32,1,53,0,5,0.0285,3.46,1.33
Google,image,traffic,medium,680.23,4,34,0,3,0.032,3.05,2.24
Google,video,conversions,narrow,671.46,5,38,1,0,0.0528,3.4,7.24
Meta,image,conversions,medium,924.66,2,57,1,2,0.0341,2.12,5.19
Google,image,conversions,medium,1271.18,3,4,0,3,0.0271,3.37,3.05
Google,image,conversions,narrow,335.43,2,2,1,1,0.0398,2.96,4.36
Meta,video,conversions,medium,418.41,1,12,0,1,0.03,1.92,3.64
Meta,carousel,traffic,broad,1725.9,2,35,0,1,0.0157,2.32,1.07
Google,video,conversions,broad,549.7,2,70,0,3,0.0275,2.93,3.59
Google,image,conversions,medium,791.38,4,72,0,1,0.0298,2.67,3.53
Google,image,conversions,medium,1748.98,4,21,0,3,0.0306,2.88,4.2
Meta,image,awareness,narrow,1343.14,5,61,0,1,0.0387,2.32,3.49
Google,image,awareness,narrow,716.34,1,35,0,4,0.0186,3.26,2.5
Meta,video,awareness,medium,1383.21,4,48,1,4,0.051,2.25,5.45
Google,video,conversions,medium,88.38,4,15,1,0,0.0453,2.86,5.53
Meta,image,conversions,broad,1484.5,5,71,0,1,0.0297,3.05,4.08
Google,image,conversions,medium,999.68,3,15,0,6,0.0231,3.07,2.38
Google,video,conversions,medium,1635.71,5,6,1,0,0.0393,3.25,5.83
Meta,image,traffic,medium,1911.54,2,81,1,3,0.0311,1.3,3.84
Google,image,traffic,broad,1855.29,2,68,1,0,0.0274,2.72,2.83
Meta,image,awareness,medium,1823.07,4,22,0,1,0.0297,2.3,3.2
Google,carousel,awareness,medium,1048.73,4,32,0,3,0.0336,3.08,2.18
Google,video,conversions,medium,752.28,5,22,1,6,0.0467,2.78,5.82
Meta,video,traffic,broad,956.82,5,27,0,3,0.0384,1.93,3.25
Google,carousel,conversions,narrow,1395.3,1,15,1,4,0.041,3.93,3.86
Google,image,conversions,broad,1773.8,2,44,1,3,0.0397,3.34,4.63
Meta,image,traffic,medium,453.62,5,86,0,3,0.0317,0.95,3.6
Meta,carousel,conversions,medium,1840.48,3,9,0,0,0.0268,2.63,2.79
Google,carousel,conversions,medium,1639.6,1,34,1,6,0.0352,3.52,3.79
Google,carousel,conversions,medium,1958.77,5,73,0,5,0.0423,3.1,4.05
Google,image,traffic,narrow,1766.49,4,15,0,3,0.0274,3.15,4.01
Google,image,traffic,broad,595.88,5,62,1,2,0.0372,2.13,4.58
Meta,image,conversions,medium,256.61,4,45,1,5,0.0481,1.31,6.12
Google,video,awareness,medium,268.87,4,84,0,4,0.0361,2.69,4.12
Meta,image,conversions,narrow,617.89,2,72,0,6,0.0326,2.58,4.2
Meta,video,conversions,medium,1247.66,2,58,1,6,0.0405,2.85,5.48
Meta,carousel,traffic,medium,1618.42,5,19,1,4,0.0436,2.24,5.05
Meta,image,traffic,medium,1803.54,5,16,1,3,0.0433,1.93,6.18
Meta,image,awareness,medium,1266.32,3,75,1,0,0.0395,1.85,4.59
Meta,video,conversions,medium,60.98,1,8,0,5,0.0327,2.19,2.94
Google,video,traffic,broad,413.32,1,33,0,4,0.0171,2.71,1.16
Meta,video,traffic,medium,244.47,5,74,0,4,0.0418,1.67,3.75
Meta,image,awareness,broad,758.48,2,18,0,2,0.0233,2.06,2.16
Meta,video,conversions,narrow,1027.63,3,35,0,3,0.0449,2.62,3.59
Meta,image,traffic,medium,134.62,1,43,0,5,0.0148,1.24,1.78
Meta,carousel,traffic,medium,729.53,5,50,1,4,0.0431,1.7,5.3
Meta,carousel,conversions,medium,399.4,2,3,1,6,0.0437,2.18,5.78
Google,image,conversions,broad,1311.79,2,59,1,4,0.0211,2.83,2.87
Google,video,conversions,narrow,955.33,2,28,0,4,0.0245,3.09,3.08
Google,carousel,traffic,narrow,1015.87,4,46,0,4,0.0395,3.14,3.25
Meta,carousel,awareness,broad,884.0,2,64,0,0,0.0246,1.64,2.02
Meta,video,traffic,narrow,1914.24,5,70,1,1,0.058,2.42,6.49
Google,image,traffic,medium,468.73,3,47,0,2,0.0146,2.33,2.05
Meta,video,traffic,medium,1057.5,5,14,0,6,0.0427,2.27,3.55
Meta,carousel,conversions,broad,1485.23,2,7,0,0,0.0274,2.82,2.6
Meta,carousel,conversions,narrow,1135.85,3,74,1,2,0.0401,2.37,4.68
Meta,video,conversions,narrow,1861.59,1,79,1,4,0.0541,2.8,5.85
Meta,carousel,conversions,medium,787.04,1,31,1,2,0.0368,2.49,3.91
Meta,image,conversions,broad,954.17,5,81,0,3,0.03,2.47,4.67
Meta,carousel,traffic,medium,222.62,3,51,0,3,0.0261,1.55,3.67
Meta,image,conversions,medium,1237.55,5,29,0,1,0.0249,2.03,3.99
Google,carousel,conversions,medium,612.01,3,15,0,1,0.03,2.78,3.62
Google,video,conversions,broad,362.6,3,76,0,2,0.0303,2.75,3.42
Google,video,conversions,broad,1111.84,5,25,0,0,0.034,3.22,3.59
Google,video,awareness,broad,1088.01,3,61,0,0,0.0314,3.14,3.51
Google,carousel,awareness,narrow,197.95,2,41,0,4,0.0191,2.55,2.46
Meta,carousel,traffic,narrow,1411.52,3,69,0,0,0.031,2.02,3.4
Meta,carousel,conversions,medium,1266.36,3,4,1,1,0.0377,2.35,5.25
Meta,carousel,traffic,broad,418.58,5,57,1,0,0.0396,1.94,5.16
Google,video,awareness,narrow,965.4,1,31,1,4,0.0383,2.56,4.19
Google,video,traffic,narrow,1454.63,4,3,0,3,0.0392,3.57,2.92
Meta,video,conversions,broad,1082.4,3,67,0,0,0.0323,2.27,3.83
Google,video,traffic,narrow,821.2,4,50,1,0,0.0426,2.73,5.9
Meta,video,awareness,medium,678.56,3,17,0,1,0.0414,1.22,3.52
Google,image,traffic,medium,1240.27,5,60,1,2,0.0481,2.88,5.47
Meta,video,traffic,medium,1881.26,5,74,0,3,0.0397,2.01,4.69
Meta,video,conversions,broad,1359.9,3,66,1,2,0.0402,2.46,5.14
Meta,video,traffic,medium,195.75,5,88,1,4,0.0564,1.29,5.9
Meta,video,conversions,medium,948.34,5,75,1,4,0.0458,2.19,6.82
Meta,carousel,traffic,medium,1787.11,3,24,1,2,0.0363,1.89,4.02
Meta,carousel,conversions,medium,234.2,1,87,0,1,0.0225,2.04,2.99
Google,carousel,conversions,medium,1978.31,3,32,0,5,0.0212,3.19,2.4
Meta,image,conversions,narrow,1900.69,1,87,0,1,0.0276,2.51,3.03
Meta,video,traffic,narrow,202.64,5,19,0,5,0.0407,2.78,5.09
Google,carousel,conversions,narrow,1870.16,1,66,0,5,0.0271,3.35,2.81
Google,video,traffic,narrow,758.11,5,60,0,1,0.0401,2.98,4.09
Meta,video,traffic,medium,1697.18,1,66,1,5,0.0339,1.48,4.36
Meta,video,conversions,broad,865.85,1,15,0,5,0.0261,1.66,3.56
Meta,video,conversions,broad,909.67,3,85,0,5,0.0328,2.3,4.22
Meta,video,conversions,broad,1286.77,1,35,0,3,0.032,2.44,3.24
Google,video,awareness,medium,1560.23,5,69,0,4,0.0333,3.15,3.44
Meta,image,traffic,medium,115.89,3,27,0,5,0.0291,1.65,3.21
Meta,video,conversions,medium,1206.65,1,88,1,4,0.0439,2.32,6.46
Google,video,conversions,narrow,414.13,3,7,0,6,0.0409,3.04,3.75
Meta,carousel,traffic,narrow,724.6,4,6,0,4,0.0439,2.57,3.01
Meta,video,awareness,medium,728.54,3,33,0,6,0.0274,2.0,3.32
Meta,video,awareness,broad,964.67,4,58,0,3,0.0306,1.42,4.09
Google,carousel,traffic,narrow,701.57,4,49,1,4,0.0508,2.92,5.06
Meta,video,conversions,narrow,259.35,3,17,0,2,0.0417,2.52,4.1
Google,video,conversions,broad,333.98,5,42,0,0,0.0209,2.8,3.94
Meta,image,conversions,narrow,115.2,5,72,0,3,0.04,2.67,5.37
Meta,video,conversions,broad,966.99,5,40,1,0,0.0507,2.54,6.22
Google,image,conversions,broad,1911.17,2,46,0,2,0.0049,3.32,2.09
Google,carousel,conversions,broad,275.57,4,71,1,1,0.0437,2.8,5.69
Google,video,conversions,medium,1895.22,3,70,0,1,0.0284,3.82,3.71
Google,image,awareness,medium,1480.05,5,68,0,5,0.0276,3.02,3.11
Google,image,traffic,medium,1293.12,5,1,1,1,0.0349,2.71,4.88
Meta,video,awareness,medium,1308.29,3,79,0,3,0.0266,1.4,3.16
Meta,image,traffic,medium,1662.12,4,89,0,1,0.0226,2.1,2.75
Google,video,conversions,narrow,258.49,3,52,0,3,0.0333,3.49,4.02
Meta,image,traffic,medium,1034.27,2,35,0,3,0.0274,0.98,2.2
Google,video,conversions,medium,1409.33,2,69,1,0,0.0383,3.3,4.59
Google,image,traffic,broad,1194.3,3,5,0,1,0.0144,2.53,2.42
Meta,video,conversions,broad,1673.92,4,17,1,4,0.0423,2.44,6.84
Meta,carousel,awareness,medium,190.93,5,53,0,6,0.04,1.29,3.76
Google,video,conversions,narrow,1396.87,2,52,0,1,0.0423,3.57,3.97
Meta,image,conversions,broad,1091.35,2,14,1,1,0.0389,2.75,4.11
Google,image,awareness,medium,789.36,4,29,0,1,0.0255,2.4,3.14
Meta,image,conversions,broad,713.54,2,8,0,5,0.0244,2.5,3.09
Google,image,traffic,broad,1260.62,2,1,0,4,0.0079,2.44,0.1
Meta,image,traffic,narrow,1787.44,4,29,0,4,0.0328,2.66,3.72
Google,carousel,awareness,broad,1017.54,3,36,1,3,0.0266,2.61,2.76
Meta,carousel,awareness,narrow,1658.21,5,51,0,4,0.0309,2.5,4.88
Meta,video,awareness,medium,834.2,5,37,0,3,0.0443,1.75,4.66
Meta,image,conversions,medium,249.67,2,69,1,6,0.0325,2.27,4.37
Google,carousel,awareness,narrow,169.94,5,53,0,0,0.041,1.98,3.9
Google,carousel,traffic,broad,150.1,3,52,0,3,0.0244,1.92,1.95
Meta,carousel,traffic,narrow,791.29,2,88,0,1,0.0338,2.26,3.37
Meta,video,conversions,narrow,707.61,5,83,1,2,0.0621,2.0,8.32
Meta,video,traffic,medium,1449.98,1,12,1,2,0.0339,1.78,3.42
Google,image,awareness,broad,1498.5,1,52,1,5,0.0303,2.73,3.67
Google,image,awareness,broad,149.17,1,1,0,1,0.0112,2.1,1.51
Meta,image,conversions,broad,481.19,1,7,1,3,0.0315,1.94,3.34
Meta,image,conversions,medium,584.81,1,17,0,1,0.0198,2.26,2.37
Meta,carousel,conversions,medium,1117.84,2,43,0,5,0.0243,2.64,3.75
Meta,video,awareness,narrow,331.8,4,71,1,4,0.0544,1.71,7.06
Meta,carousel,traffic,narrow,311.19,4,17,0,3,0.0381,1.82,3.52
Google,image,conversions,medium,1890.39,2,59,0,6,0.0171,3.15,2.85
Meta,video,conversions,medium,1618.2,2,3,1,1,0.0368,1.76,6.7
Google,image,conversions,medium,402.28,3,29,1,4,0.0277,2.96,4.47
Meta,carousel,conversions,broad,842.81,4,22,0,5,0.038,2.53,3.26
Meta,video,awareness,medium,743.46,1,38,0,4,0.0239,2.03,2.47
Google,video,traffic,narrow,1592.46,2,54,0,3,0.0293,2.92,3.13
Google,carousel,conversions,narrow,1044.92,1,50,0,5,0.0343,3.14,2.57
Google,video,traffic,broad,299.31,4,69,0,5,0.0224,2.4,3.27
Meta,image,conversions,broad,1491.03,5,30,0,5,0.0284,2.7,3.17
Meta,image,awareness,broad,823.93,5,23,1,0,0.0342,1.79,4.42
Google,image,conversions,narrow,562.7,2,85,0,5,0.0351,3.46,3.76
Meta,image,conversions,broad,782.22,3,47,0,0,0.036,2.58,2.39
Meta,video,conversions,narrow,1020.63,1,21,0,4,0.0408,2.48,4.29
Meta,image,traffic,narrow,719.08,2,20,0,6,0.0319,2.05,1.73
Meta,video,traffic,broad,521.72,3,23,0,0,0.0271,2.15,1.97
Google,image,traffic,narrow,827.08,1,68,1,4,0.0397,2.89,3.55
Meta,video,conversions,medium,87.39,4,21,1,0,0.0513,1.65,6.56
Meta,image,conversions,narrow,1556.37,5,21,0,4,0.0453,2.67,5.55
Meta,video,conversions,medium,383.34,3,1,1,4,0.0465,1.83,5.8
Meta,video,traffic,broad,135.61,1,15,0,6,0.0227,1.65,1.88
Meta,video,conversions,medium,1324.71,2,17,1,5,0.0523,2.13,5.8
Meta,video,traffic,medium,1559.18,1,51,0,6,0.0297,2.05,2.13
Meta,carousel,awareness,narrow,1636.97,2,63,1,6,0.0483,2.17,4.85
Google,video,awareness,medium,1012.34,5,14,0,5,0.0353,1.97,3.19
Meta,carousel,conversions,medium,450.47,5,59,0,4,0.0338,2.23,4.5
Meta,carousel,conversions,narrow,1487.59,1,83,1,5,0.0391,2.89,4.9
Google,image,conversions,medium,1414.44,1,50,0,4,0.0185,3.38,1.57
Google,video,traffic,narrow,530.23,2,34,0,5,0.0279,2.66,3.0
Meta,video,awareness,broad,1811.65,2,6,0,2,0.0215,1.81,2.38
Meta,carousel,conversions,medium,253.52,3,49,1,0,0.048,2.2,5.98
Meta,video,conversions,narrow,1966.24,3,6,0,6,0.0403,3.45,3.55
Google,video,awareness,medium,1727.48,3,69,0,4,0.0287,2.82,2.95
Google,image,awareness,medium,1391.4,1,7,1,1,0.0255,2.84,2.3
Google,carousel,conversions,broad,1880.56,3,77,0,5,0.0211,3.27,3.13
Meta,carousel,traffic,broad,1458.51,1,51,0,5,0.0263,1.47,2.09
Google,video,conversions,medium,421.39,5,1,1,3,0.0424,3.22,6.16
Meta,image,conversions,broad,912.2,4,13,1,1,0.0403,2.55,4.72
Meta,video,awareness,medium,189.43,5,43,1,1,0.0502,1.77,6.53
Meta,video,awareness,narrow,809.83,1,27,0,6,0.0327,2.09,2.22
Google,carousel,traffic,medium,1496.13,1,71,0,2,0.0105,2.93,0.35
Meta,video,conversions,medium,803.56,4,3,1,0,0.0544,2.51,5.56
Google,video,awareness,medium,694.07,2,58,1,2,0.0387,2.99,4.18
Meta,video,conversions,broad,1210.94,2,89,1,0,0.0376,2.66,5.55
Meta,carousel,conversions,medium,1750.8,2,17,0,4,0.0325,2.54,1.45
Meta,carousel,traffic,broad,142.79,3,45,0,6,0.0269,1.15,3.22
Meta,image,conversions,broad,801.67,2,78,0,2,0.0166,2.29,2.77
Google,carousel,traffic,medium,358.57,3,58,1,3,0.0287,2.48,3.12
Meta,video,traffic,medium,1405.94,3,56,0,0,0.0387,2.13,3.61
Google,image,conversions,medium,256.16,2,54,0,2,0.0225,3.28,3.04
Google,video,conversions,broad,1346.38,2,87,0,6,0.0232,3.18,3.31
Google,video,conversions,medium,608.05,4,88,0,3,0.0307,3.61,4.73
Meta,image,conversions,narrow,437.89,4,29,0,6,0.0354,2.0,3.79
Meta,carousel,traffic,medium,1875.89,3,54,1,1,0.0358,2.19,4.17
Meta,video,awareness,medium,86.12,4,27,0,5,0.0318,1.29,3.37
Google,video,conversions,narrow,903.67,3,45,0,4,0.0293,2.9,5.01
Google,video,conversions,narrow,92.17,1,87,0,6,0.0377,3.17,4.02
Meta,video,traffic,medium,993.01,3,31,1,4,0.0479,1.36,6.68
Google,carousel,awareness,medium,1027.04,3,36,1,6,0.0266,2.56,3.49
Meta,image,conversions,medium,677.24,4,81,1,1,0.0427,2.21,5.5
Google,image,conversions,narrow,307.72,1,61,1,6,0.0295,3.63,4.13
Meta,carousel,traffic,narrow,783.96,5,37,0,6,0.0387,1.68,4.93
Google,video,conversions,medium,1360.91,5,67,1,2,0.0463,3.48,6.12
Meta,image,conversions,medium,1575.67,5,36,1,5,0.0429,2.5,6.02
Google,image,traffic,narrow,1084.96,1,5,0,1,0.03,3.33,1.71
Google,image,traffic,medium,1200.18,2,46,0,3,0.0148,2.53,1.67
Google,carousel,traffic,medium,441.2,1,79,1,5,0.023,2.03,2.87
Meta,carousel,traffic,narrow,610.29,4,52,1,0,0.0432,1.72,5.44
Meta,video,traffic,narrow,365.7,3,49,0,2,0.0442,1.62,4.14
Meta,carousel,conversions,narrow,536.13,3,6,1,5,0.0397,2.7,5.38
Meta,video,conversions,broad,488.53,4,10,0,0,0.0332,2.59,4.47
Meta,video,conversions,broad,1062.93,4,23,0,1,0.0442,2.15,5.26
Google,video,conversions,broad,1147.24,3,17,1,6,0.0402,3.33,4.41
Meta,video,traffic,broad,1892.65,2,84,0,4,0.028,1.61,2.71
Meta,image,awareness,medium,431.36,2,44,1,5,0.0427,1.68,3.75
Meta,image,awareness,medium,1301.27,2,41,0,5,0.0232,2.09,2.27
Meta,carousel,traffic,medium,1643.66,4,15,0,0,0.0275,1.56,2.75
Google,image,conversions,narrow,1142.47,3,44,0,0,0.0286,3.48,3.54
Meta,image,conversions,medium,547.26,3,58,0,4,0.0233,2.38,3.96
Google,video,awareness,broad,561.97,3,86,0,0,0.0313,1.59,1.82
Meta,video,traffic,medium,126.54,1,50,1,0,0.0399,1.94,4.53
Google,image,traffic,medium,645.62,1,52,0,5,0.0196,2.6,1.13
Google,image,traffic,narrow,1501.98,5,70,0,4,0.0381,3.37,4.01
Meta,carousel,traffic,medium,142.66,1,68,0,4,0.0199,1.42,1.54
Google,video,awareness,medium,477.63,2,63,1,6,0.0303,1.93,4.87
Meta,video,conversions,broad,1427.15,2,58,0,5,0.0307,2.59,3.88
Google,image,traffic,medium,1576.17,2,23,0,6,0.0126,2.75,1.72
Meta,video,awareness,broad,937.87,2,44,0,1,0.0278,1.79,3.04
Google,video,conversions,medium,1411.24,5,83,0,1,0.0437,3.55,4.45
Google,image,traffic,broad,806.51,2,44,0,5,0.0132,2.77,0.94
Google,video,conversions,medium,361.83,4,52,1,0,0.0457,3.48,6.18
Google,image,awareness,medium,826.39,4,67,1,2,0.0325,2.59,4.02
Meta,video,conversions,medium,1180.94,4,28,0,1,0.044,2.15,5.43
Meta,video,traffic,broad,1898.7,1,67,1,1,0.0307,2.01,3.72
Meta,video,conversions,broad,184.06,3,78,1,5,0.033,2.18,5.81
Meta,carousel,traffic,narrow,1039.42,5,18,1,6,0.0524,2.52,6.79
Google,video,conversions,narrow,691.39,4,27,1,5,0.0559,2.97,6.12
Meta,carousel,conversions,broad,1041.21,4,51,1,2,0.0442,2.31,5.44
Google,video,conversions,medium,96.75,2,60,0,2,0.0258,3.31,3.71
Google,carousel,awareness,medium,660.4,4,74,0,4,0.0203,2.43,3.21
Google,video,conversions,medium,1648.74,2,49,0,5,0.0315,3.57,3.02
Meta,image,conversions,narrow,1130.19,2,15,1,1,0.0427,2.89,4.8
Google,image,traffic,broad,928.64,3,83,0,6,0.0164,2.87,1.8
Google,carousel,traffic,broad,606.77,1,73,0,6,0.0231,2.24,2.04
Meta,video,awareness,medium,631.18,2,68,0,3,0.0253,1.45,2.95
Google,video,conversions,medium,797.05,2,15,1,3,0.0479,3.05,4.97
Google,video,traffic,broad,1679.36,3,51,1,0,0.0352,2.34,4.1
Meta,carousel,conversions,narrow,1936.07,2,48,0,1,0.0258,2.9,3.76
Meta,image,conversions,broad,905.38,5,72,0,3,0.0311,2.35,4.23
Meta,carousel,traffic,narrow,817.04,1,1,1,6,0.0428,2.68,3.32
Meta,video,traffic,medium,1700.77,5,7,0,1,0.0372,2.13,3.57
Meta,video,traffic,broad,882.47,4,53,0,5,0.0256,1.95,2.42
Meta,video,conversions,medium,1126.44,1,31,0,1,0.0302,2.69,2.72
Meta,carousel,conversions,medium,500.34,4,18,1,3,0.0407,1.86,5.94
Meta,image,conversions,medium,1499.83,2,12,0,6,0.0285,2.4,3.52
Google,carousel,awareness,medium,1087.38,3,48,0,1,0.0269,3.35,2.48
Meta,video,conversions,narrow,1627.62,5,30,1,2,0.0537,2.86,7.45
Google,image,conversions,broad,1572.43,4,7,0,0,0.0205,3.61,2.56
Meta,image,conversions,broad,469.26,2,3,0,4,0.0268,2.43,2.85
Meta,video,traffic,medium,1445.49,5,63,0,6,0.0347,1.49,4.59
Meta,carousel,conversions,medium,1610.11,5,6,1,3,0.0426,2.58,6.67
Meta,carousel,awareness,narrow,724.91,4,15,0,5,0.0311,2.16,3.42
Meta,carousel,conversions,narrow,386.59,2,71,1,4,0.0468,2.61,6.18
Google,image,awareness,medium,55.13,3,43,1,0,0.0315,2.09,4.39
Meta,video,conversions,broad,929.26,4,81,1,6,0.0436,1.94,6.6
Google,video,traffic,medium,737.24,5,18,1,6,0.044,2.38,4.4
Google,carousel,awareness,broad,1132.07,5,22,1,2,0.0436,2.61,4.94
Meta,video,conversions,narrow,416.68,1,61,1,2,0.0421,2.88,5.44
Meta,image,awareness,medium,1726.35,2,61,1,2,0.0222,2.56,3.45
Google,image,conversions,narrow,552.62,1,53,1,2,0.0363,3.78,3.52
Meta,image,awareness,medium,491.54,3,26,1,3,0.0344,1.91,4.25
Meta,carousel,traffic,narrow,987.39,4,40,0,6,0.0334,1.89,3.73
Google,video,conversions,broad,1022.76,5,88,0,3,0.0383,2.98,3.91
Meta,video,conversions,narrow,469.42,2,8,0,1,0.0442,2.6,3.47
Google,video,conversions,broad,580.13,5,21,1,5,0.034,2.78,5.88
Google,image,conversions,medium,380.93,1,43,1,1,0.0247,3.09,4.05
Meta,video,conversions,broad,1451.0,1,21,0,5,0.0396,2.65,3.07
Meta,video,conversions,medium,1551.67,4,3,0,0,0.0429,2.63,5.03
Meta,carousel,conversions,broad,951.54,2,31,0,1,0.0294,2.59,2.6
Meta,carousel,traffic,narrow,1442.47,2,27,0,0,0.0369,2.06,2.85
Meta,video,conversions,broad,1485.07,4,27,1,0,0.0471,2.73,5.39
Google,video,conversions,broad,319.64,1,73,0,0,0.027,2.69,1.93
Meta,carousel,traffic,narrow,1934.05,1,57,0,2,0.0316,2.2,3.44
Meta,video,conversions,narrow,1651.01,1,33,0,4,0.0397,3.05,4.33
Google,video,conversions,medium,448.74,5,44,0,4,0.0364,3.3,3.82
Google,video,conversions,broad,413.02,3,43,1,3,0.0399,3.07,5.1
Google,image,awareness,medium,295.04,1,31,0,0,0.0111,2.39,1.06
Meta,video,awareness,medium,319.84,3,65,1,2,0.0431,1.69,5.15
Google,carousel,conversions,narrow,1508.92,3,84,0,1,0.0272,3.69,3.37
Meta,image,traffic,narrow,965.83,2,76,0,1,0.024,1.85,3.12
Meta,image,traffic,broad,1576.72,4,17,1,3,0.0336,1.6,4.76
Meta,video,traffic,narrow,1505.2,5,15,1,3,0.0503,2.33,6.52
Google,image,traffic,medium,1228.99,3,34,0,0,0.0175,2.69,1.94
Meta,image,traffic,broad,1388.41,5,80,0,0,0.0272,1.92,3.33
Meta,carousel,conversions,narrow,85.79,2,4,0,1,0.037,2.63,3.91
Meta,carousel,conversions,medium,657.97,1,72,1,1,0.0407,2.13,4.82
Meta,image,conversions,narrow,1293.75,3,89,0,1,0.0327,2.96,4.19
Google,carousel,awareness,medium,68.22,4,79,0,1,0.0327,2.28,3.02
Google,carousel,traffic,narrow,114.31,2,28,1,4,0.0407,3.28,4.09
Google,carousel,awareness,broad,1711.18,5,73,0,0,0.0285,2.84,2.67
Meta,video,awareness,medium,1383.85,1,2,0,0,0.0278,2.62,2.55
Meta,video,conversions,medium,567.47,5,17,0,1,0.0446,2.28,4.49
Meta,video,traffic,medium,1391.53,4,58,1,2,0.0519,1.85,5.58
Meta,image,traffic,narrow,1595.29,3,74,0,1,0.0371,2.11,3.84
Meta,image,awareness,broad,648.25,4,9,1,5,0.0417,1.26,3.96
Google,image,awareness,medium,120.27,5,31,0,6,0.0262,2.04,2.3
Meta,carousel,traffic,medium,1868.92,5,66,1,6,0.0468,1.8,5.57
Meta,carousel,conversions,narrow,723.1,4,88,0,3,0.0477,2.74,4.05
Meta,carousel,traffic,medium,257.64,4,62,0,5,0.0279,1.42,2.67
Meta,video,conversions,narrow,1009.12,4,19,1,2,0.0544,2.76,7.12
Meta,image,traffic,medium,1548.51,1,81,1,3,0.0291,2.35,3.46
Google,video,awareness,narrow,482.21,5,74,1,6,0.0545,2.82,6.98
Google,video,conversions,broad,575.51,2,55,1,2,0.0406,3.6,4.0
Google,video,traffic,narrow,523.29,1,28,0,3,0.0268,2.5,2.44
Meta,video,conversions,broad,1983.76,1,50,0,1,0.0205,2.55,2.98
Meta,image,conversions,broad,434.94,1,65,0,1,0.0212,1.97,1.81
Meta,carousel,conversions,narrow,1172.26,2,3,1,2,0.0404,3.03,5.43
Meta,video,traffic,medium,1854.27,4,79,0,3,0.0286,1.38,4.29
Google,image,awareness,narrow,336.45,5,52,1,4,0.0357,2.37,4.52
Meta,image,awareness,medium,1943.17,3,10,0,2,0.0266,2.05,2.46
Meta,video,conversions,broad,1897.58,3,21,1,2,0.0508,3.03,5.62
Meta,image,awareness,medium,1774.92,5,37,0,5,0.0312,2.1,3.21
Meta,video,traffic,medium,468.39,2,15,0,0,0.0311,1.24,2.22
Google,image,conversions,narrow,1286.41,3,87,1,2,0.0459,3.23,5.7
Meta,image,conversions,medium,1533.74,1,78,0,4,0.0153,2.96,3.55
Meta,video,conversions,narrow,1972.75,3,79,1,1,0.0556,2.81,6.5
Meta,video,awareness,broad,401.83,5,74,1,3,0.0459,1.34,6.75
Meta,image,traffic,medium,1543.75,1,9,0,0,0.0218,2.41,1.13
Google,carousel,traffic,broad,710.66,3,44,1,3,0.0276,2.82,3.54
Google,video,conversions,narrow,392.47,5,39,1,1,0.0499,3.7,7.06
Google,image,traffic,medium,871.69,2,5,1,2,0.0277,2.28,3.22
Google,image,conversions,medium,1597.98,5,25,0,5,0.0382,2.82,3.79
Meta,carousel,conversions,narrow,956.46,2,56,0,4,0.0393,2.73,4.11
Google,carousel,traffic,medium,1098.17,1,64,1,0,0.0245,2.73,3.94
Meta,image,conversions,broad,1990.56,5,72,1,4,0.0353,2.71,5.81
Meta,image,awareness,broad,828.26,4,86,0,6,0.0166,2.19,2.51
Google,carousel,conversions,medium,1250.03,4,52,0,4,0.0366,2.65,3.59
Meta,video,traffic,medium,762.23,4,89,0,4,0.0312,1.99,5.28
Google,video,conversions,narrow,815.93,4,76,0,4,0.0394,3.12,4.95
Meta,video,traffic,broad,1406.5,4,9,1,1,0.0496,2.18,4.81
Google,carousel,conversions,narrow,1878.88,2,10,1,4,0.0319,3.62,3.8
Google,carousel,conversions,broad,1107.6,5,10,0,5,0.0375,2.89,2.61
Google,video,awareness,medium,1548.38,1,73,1,4,0.0307,2.58,3.99
Google,image,conversions,medium,223.95,4,62,0,1,0.0213,2.43,3.81
Google,image,awareness,broad,461.76,4,60,1,3,0.0288,2.45,3.82
Meta,video,awareness,narrow,1029.16,1,19,0,1,0.0294,1.98,2.89
Meta,carousel,conversions,medium,89.02,1,38,0,6,0.0282,2.26,2.04
Meta,video,conversions,medium,543.07,4,6,1,6,0.0468,2.35,6.16
Google,video,traffic,narrow,1058.93,2,15,0,5,0.0214,3.52,2.75
